"","tube.no","pot.no","intercept","intercept.pvalue","slope","slope.pvalue","adj.R2"
"1","x","x","0","0","0","0","0"
"2","Q_1","Q_1","-2.24394873995827","3.12288799091721e-07","0.27057972505739","4.09602192368412e-07","0.975729381332521"
"3","Q_2","Q_2","-1.99560187642053","0.0211732408325913","0.221851256869253","0.0644976662660025","0.979541615420343"
"4","","Q_3","-2.47054474859679","NaN","0.37768018388211","NaN","NaN"
"5","Q_4","Q_4","-2.48581736049657","0.000116943321475515","0.276991857558972","0.000613077370907845","0.949800673138778"
"6","Q_5","Q_5","-2.64929586230285","NaN","0.475543641151777","NaN","NaN"
"7","Q_6","Q_6","-2.30258176782851","2.83956294109144e-08","0.236616342784114","1.12941545208396e-07","0.983191028554732"
"8","Q_7_D8","Q_7","-2.2498625405125","0.00542401386804524","0.225635278645015","0.0333337482929469","0.901665463284046"
"9","Q_8_D8","Q_8","-2.17800513259265","0.00821059788982782","0.269712750495642","0.0332390818482514","0.901940009298418"
"10","Q_10","Q_10","-2.30935198225093","1.51209091400731e-06","0.290111384698338","1.49672796757962e-06","0.964891885093321"
"11","Q_12","Q_12","-2.85572146428236","1.4863991345311e-07","0.288160105491645","6.63740832682004e-07","0.972150150804356"
"12","Q_13","Q_13","-2.19984541123711","0.0251827847300126","0.150723902801969","0.123347868397865","0.925853330405673"
"13","Q_14","Q_14","-2.33908949252236","2.59894308367948e-07","0.264482295638345","5.30282034149736e-07","0.973875833969063"
"14","Q_15","Q_15","-1.79312090844227","NaN","0.145461783187976","NaN","NaN"
"15","Q_17","Q_17","-1.8623440517176","1.57703202058168e-07","0.218628918390819","2.48985838840289e-07","0.978940365690927"
"16","Q_19","Q_19","-2.45219735187108","6.94449891021553e-08","0.299001587473269","8.44828662484131e-08","0.984527021740935"
"17","Q_20","Q_20","-2.28570975574892","1.3928971490027e-06","0.279378120553726","1.66157599198007e-06","0.963831832760717"
"18","Q_21","Q_21","-2.48008202938374","1.23722957270456e-06","0.330983051944285","8.1026831142345e-07","0.970521585173631"
"19","Q_22","Q_22","-2.13385040172239","0.0624392098238801","0.294436299149293","0.151291445022989","0.889157268279657"
"20","","Q_23","-2.47869319053171","8.31474113177749e-08","0.273389218238182","2.02100512297583e-07","0.980156641326193"
"21","Q_24","Q_24","-2.11107826325684","9.04981385614812e-08","0.2726453371208","7.39612486628012e-08","0.985103151546122"
"22","Q_25","Q_25","-1.98429033142841","4.59080650711369e-09","0.287900330814832","1.66497140972192e-09","0.994956043209879"
"23","Q_26","Q_26","-2.10749370565536","1.79399507220632e-07","0.264369177553409","1.79338864684369e-07","0.980821391795742"
"24","Q_27","Q_27","-2.33156308275274","0.0737929251391602","0.221980941080117","0.250657266261606","0.705645196263906"
"25","Q_28","Q_28","-2.37693814698585","3.54939722514124e-09","0.284533700046625","4.9156498729185e-09","0.993128851355801"
"26","Q_30","Q_30","-2.42242192937707","1.3509509030087e-07","0.231987606352708","8.63390261141819e-07","0.969983475206776"
"27","Q_31","Q_31","-2.15134438115876","NaN","0.237417277956496","NaN","NaN"
"28","Q_32","Q_32","-2.10226958076346","0.0340824524744763","0.172435018290929","0.139027588508075","0.90612355029202"
"29","Q_65","Q_33","-1.94398611800181","0.0185159554480527","0.224278967545195","0.0543986798628221","0.985432359943733"
"30","Q_35","Q_35","-2.99171051731413","9.63118829638504e-08","0.291242375402839","5.51839162368932e-07","0.973577491342278"
"31","Q_37","Q_37","-2.23440620864473","0.0545468405306031","0.212405553903073","0.18958071189987","0.827820250971591"
"32","Q_38","Q_38","-2.07512313283066","0.0175749622616255","0.120248090080282","0.102163014625644","0.94893470789167"
"33","Q_39","Q_39","-2.41302546323648","3.0867850704589e-08","0.282678403941506","4.95842699101566e-08","0.986709366077317"
"34","Q_40","Q_40","-2.5552796446221","1.6971740872583e-06","0.262002775761248","6.6283105466921e-06","0.946390015406361"
"35","Q_42","Q_42","-2.8494811953836","2.18886851716545e-07","0.290698971743679","9.04077492461275e-07","0.969587147450053"
"36","Q_23","Q_43","-2.96350409953931","NaN","0.395215845160081","NaN","NaN"
"37","Q_44","Q_44","-2.21546332002332","NaN","0.225252914510452","NaN","NaN"
"38","Q_45","Q_45","-2.36703347569672","2.66875335120554e-06","0.274531425382124","4.53181969213681e-06","0.951882116606969"
"39","Q_46","Q_46","-2.16824770019791","4.67337512921854e-08","0.30334418510108","2.1919963527361e-08","0.989471258688524"
"40","Q_47","Q_47","-2.07264436043633","3.72953045002128e-05","0.244189919248411","5.60305160152364e-05","0.90179925988921"
"41","Q_48","Q_48","-2.29094162090494","6.12989828086467e-08","0.334842834950794","2.12340690787235e-08","0.989566362140137"
"42","Q_3","Q_49","-2.01373999978739","0.0898876834457888","0.194734256464022","0.294806550279295","0.600906114945314"
"43","Q_50","Q_50","-2.13564936496529","NaN","0.303067901216976","NaN","NaN"
"44","Q_51","Q_51","-2.4649791156483","1.27860147535038e-07","0.301688061015579","1.51511657570505e-07","0.981721807581447"
"45","Q_53","Q_53","-2.75603320692229","8.02008978801773e-08","0.331794906610061","1.06537473446259e-07","0.983468594967445"
"46","Q_55","Q_55","-2.17639300848251","1.7016049250567e-09","0.283131759984366","1.31972810414859e-09","0.995279911580516"
"47","Q_58","Q_58","-2.53090599447771","1.87399823373674e-09","0.27767544765839","4.76440030153025e-09","0.993189891671914"
"48","Q_59","Q_59","-2.59912671067878","6.36037296401449e-06","0.279769772500895","3.93994381403392e-05","0.987209258671394"
"49","Q_60","Q_60","-2.42186574038253","3.47819041188829e-07","0.270987025349068","7.61570698430413e-07","0.971037546301479"
"50","Q_61","Q_61","-2.41532742156521","1.57426399591482e-06","0.262720814532983","4.1360089267093e-06","0.953116482382486"
"51","Q_62","Q_62","-2.54309774751032","NaN","0.289302818685711","NaN","NaN"
"52","Q_64","Q_64","-2.32278954565558","4.55877055126246e-09","0.281914153737893","5.73481624822152e-09","0.992819717557677"
"53","Q_66","Q_66","-2.16085550081634","0.0530592387290399","0.175084816562615","0.21445786656271","0.781494164700304"
"54","Q_68","Q_68","-2.41972316878525","NaN","0.242301215804032","NaN","NaN"
"55","Q_69","Q_69","-2.27156516010359","8.0135518960234e-07","0.249432444025736","1.98533793528897e-06","0.961951750933013"
"56","Q_70","Q_70","-3.28935238830624","1.05593331122356e-06","0.313285999821171","6.81454571921347e-06","0.945966219407328"
"57","Q_71","Q_71","-1.90323822950641","NaN","0.070656765758095","NaN","NaN"
"58","Q_72","Q_72","-3.48301209355306","NaN","0.487279819999065","NaN","NaN"
"59","Q_73","Q_73","-2.52983327208836","5.01614976401462e-07","0.284669218251624","1.05495178041134e-06","0.968220383172291"
"60","Q_74","Q_74","-2.34646598594691","1.00755841971115e-07","0.324116179398998","5.17137119324593e-08","0.986548940024374"
"61","Q_75","Q_75","-2.96256089003038","4.85003063360093e-05","0.275787541072883","0.000519331288757279","0.95377256964678"
"62","Q_77","Q_77","-2.50193235798439","2.20405679547868e-07","0.308150357900237","2.49965765836883e-07","0.978916766934987"
"63","Q_78","Q_78","-2.20117842363234","1.76766822614715e-07","0.284964066331921","1.42168175545144e-07","0.982050633403133"
"64","Q_118","Q_79","-2.95282438174686","0.123423079604875","0.407263343904289","0.286734641387604","0.62098040925329"
"65","Q_80","Q_80","-2.10467437489329","7.75947620252307e-08","0.299690816214588","3.22389923946865e-08","0.988245793296312"
"66","Q_81","Q_81","-2.55410140756541","4.96804967622867e-07","0.310698634729359","6.13087469881431e-07","0.972773025959498"
"67","Q_82","Q_82","-2.53690056571093","NaN","0.352098508373265","NaN","NaN"
"68","Q_83","Q_83","-2.21012345211881","8.35478979920116e-09","0.269277958990055","1.02292048859538e-08","0.991529810220665"
"69","Q_84","Q_84","-2.38937071292892","3.5133157527122e-08","0.252300354675092","1.15716455128861e-07","0.983074247964326"
"70","Q_85","Q_85","-2.38940849229437","4.4375986215077e-09","0.293621067652761","5.12037711774639e-09","0.99304833122312"
"71","Q_86_D8","Q_86","-2.45492584996156","0.00752904125138918","0.255766761901347","0.0424028709719113","0.875488392284257"
"72","Q_119","Q_88","-2.08630784147669","0.0545823098936965","0.118993868944131","0.301187312631083","0.584763494305588"
"73","Q_90_D8","Q_90","-2.26268004075438","0.00086811843878333","0.223446489787231","0.00570145560649599","0.982944393074561"
"74","Q_91","Q_91","-2.23044661125214","NaN","0.211965770437265","NaN","NaN"
"75","Q_98","Q_94","-2.20513380023939","0.0826217436799237","0.213633973669337","0.273217431047379","0.653696196019824"
"76","Q_95","Q_95","-2.49910638704885","NaN","0.378842850848758","NaN","NaN"
"77","Q_96","Q_96","-2.06111332501766","NaN","0.219563193989297","NaN","NaN"
"78","Q_97","Q_97","-2.85403171419813","1.06519017111068e-06","0.345277245043464","1.36332537127554e-06","0.965812795191912"
"79","","Q_98","-2.72912196226232","1.91347337752783e-06","0.315321971488935","3.3398843567579e-06","0.955882344131876"
"80","Q_99","Q_99","-2.44100615522725","1.76390805779872e-05","0.257483247501732","5.48158367875204e-05","0.902406076162902"
"81","Q_100","Q_100","-2.3896607765403","5.43357763536892e-07","0.286102589666843","7.47676752818828e-07","0.971189073927171"
"82","Q_102","Q_102","-2.40000334317273","1.71321572847779e-06","0.263875499991002","4.18319534955009e-06","0.952964995866983"
"83","Q_103","Q_103","-2.54626459119384","1.12546732473506e-07","0.270602125552422","3.52790554313508e-07","0.976740677003438"
"84","Q_105","Q_105","-2.36493659154248","3.28070359599417e-06","0.283439826024664","4.46165057210676e-06","0.95209514457738"
"85","Q_106","Q_106","-3.3921847629254","NaN","0.550603163484384","NaN","NaN"
"86","Q_107","Q_107","-2.06605156422071","2.09888683875673e-06","0.246863697613444","2.91795506926961e-06","0.957545181013786"
"87","Q_108","Q_108","-1.86506688218391","0.11570245296497","0.0255959994825236","0.86223215617448","-0.90779056853239"
"88","Q_110","Q_109","-2.6187955055556","4.23164959841885e-05","0.273094168243385","8.70828826792597e-05","0.924428113498997"
"89","","Q_110","-2.46149912356008","1.12535632910811e-07","0.222411756405472","1.07215009034702e-06","0.968073678790159"
"90","Q_111","Q_111","-2.27724643576032","NaN","0.18438187104564","NaN","NaN"
"91","Q_112","Q_112","-2.88095021999542","NaN","0.396043566207424","NaN","NaN"
"92","Q_113","Q_113","-2.33789722622219","0.0959802309210894","0.230129665555321","0.307396354202558","0.568829682933841"
"93","Q_114","Q_114","-2.28659634991094","3.59746326874278e-08","0.245868690275742","1.0451949229126e-07","0.983558526982384"
"94","Q_115","Q_115","-2.90870596250082","0.116307285879693","0.456621147214542","0.242113781812268","0.72440675595785"
"95","Q_117","Q_117","-2.54147700216925","NaN","0.287682073344638","NaN","NaN"
"96","Q_120","Q_120","-2.26279019359105","2.97247214687302e-09","0.264616824156897","4.84405836569082e-09","0.993157573944353"
"97","Q_121","Q_121","-2.51828015943792","2.66225882053314e-05","0.29950536560605","0.000110165283465359","0.978636557490543"
"98","Q_122","Q_122","-2.26830302200294","5.86266921518854e-08","0.299388878841658","4.12014915658471e-08","0.987393498552981"
"99","Q_123","Q_123","-2.45235441832092","2.22186798380487e-07","0.283068730123544","3.9369912885815e-07","0.976001787554702"
"100","Q_126","Q_126","-2.45200207075062","1.63349889561422e-06","0.308783685760755","1.59030717569655e-06","0.964280432766066"
"101","Q_127","Q_127","-2.05694532635999","0.0753026539067866","0.264460718399925","0.193678746118151","0.820529418088645"
"102","Q_128","Q_128","-2.11646879776282","1.26198460072195e-08","0.291471453017661","6.59083943395151e-09","0.992528765228967"
"103","Q_129","Q_129","-2.34505750990057","4.59939812415895e-07","0.315736462505227","2.82740530712638e-07","0.978163011690356"
"104","Q_130","Q_130","-2.69052949792945","0.0840650972628221","0.269976559485328","0.269001562209367","0.663661470224764"
"105","Q_132","Q_132","-3.09845141679233","3.63950270803353e-07","0.327352541149554","1.1791929419965e-06","0.967196566008497"
"106","Q_133","Q_133","-2.48476763769686","3.26309249059354e-06","0.343797086721603","1.67781530537206e-06","0.963731550201133"
"107","Q_134","Q_134","-2.5596885565546","0.109775672893008","0.23917304834504","0.359334556253154","0.427669948849713"
"108","Q_136","Q_136","-2.11503174031852","NaN","0.29133922133259","NaN","NaN"
"109","Q_137","Q_137","-1.78428123057515","1.31303265071447e-07","0.272677688063127","3.34750875683386e-08","0.988118902347864"
"110","Q_138","Q_138","-2.20317956215501","1.79962875574338e-08","0.310427662617362","8.02075917771854e-09","0.992097976731398"
"111","Q_141","Q_141","-2.60248662959969","5.38489660340756e-08","0.29951147254176","9.77112203336465e-08","0.983871419845674"
"112","Q_142","Q_142","-2.75828434932436","9.1354411031015e-07","0.321856770438907","1.49597629487005e-06","0.964896906027871"
"113","Q_143","Q_143","-2.30532640703152","NaN","0.185062870831428","NaN","NaN"
"114","Q_144","Q_144","-2.62044503108746","0.052637146536409","0.319626394150496","0.144394886371663","0.898862285969418"
"115","Q_145","Q_145","-2.23088964781341","1.77848826265351e-09","0.272187110023985","2.15745218175103e-09","0.994568652090767"
"116","Q_146","Q_146","-2.54768826127567","NaN","0.29389333245106","NaN","NaN"
"117","Q_147","Q_147","-2.38243231423403","4.20160323338254e-08","0.228608517763183","2.67478805313456e-07","0.978505759387158"
"118","Q_148","Q_148","-2.86066997505403","7.25648125293356e-08","0.277201951317545","2.3915285953262e-07","0.989340812361916"
"119","Q_150","Q_150","-2.4651557022183","0.0217610720641863","0.179102671707355","0.100926636783612","0.950152903556482"
"120","Q_152","Q_152","-2.22927363500479","NaN","0.169634720621137","NaN","NaN"
"121","","Q_153","-2.92620534838337","3.90456428291774e-06","0.260453954925694","2.06190684527717e-05","0.953097037953756"
"122","Q_154","Q_154","-2.37700949161489","9.89147407100287e-07","0.307475921401433","8.01615286286378e-07","0.970611612045607"
"123","Q_156","Q_156","-2.17110848246845","5.95813803750971e-08","0.274405994867197","5.65376464949606e-08","0.986202258218129"
"124","Q_157","Q_157","-1.92450299861796","3.27221423664872e-07","0.253638971293735","2.32841464500837e-07","0.979339085332485"
"125","Q_158","Q_158","-2.27277168615722","3.21153147547116e-06","0.282795554975172","3.39169984708452e-06","0.955688723657245"
"126","Q_160","Q_160","-3.96913389053139","NaN","0.791080068183447","NaN","NaN"
"127","Q_161","Q_161","-2.43161255262129","2.15752690306378e-07","0.303040439026265","2.25612557598996e-07","0.979524051443991"
"128","Q_162","Q_162","-2.56558288205457","1.81603687230599e-09","0.286144794945562","4.11784869409181e-09","0.993467652573636"
"129","Q_181","Q_163","-2.36252014870851","0.0690166273069395","0.292684241967855","0.184624719312747","0.836454066736229"
"130","Q_164","Q_164","-3.16144267576631","9.25070023029977e-09","0.339593626196337","2.71696114378107e-08","0.988805900450834"
"131","Q_212","Q_166","-2.49866972428052","0.0250565010211792","0.241326287863226","0.0876130751600862","0.962358750283589"
"132","Q_167","Q_167","-2.10971360610502","0.131688879694138","0.171588857125485","0.458149089964148","0.131100036073092"
"133","Q_168","Q_168","-2.4633563787971","2.32556229714091e-09","0.271062222612459","5.7907536466853e-09","0.992799790481101"
"134","Q_169","Q_169","-2.24958756288538","2.93091731233479e-08","0.266601720976253","4.34530174765539e-08","0.987200636927102"
"135","","Q_171","-2.90261454549645","NaN","0.37688590118819","NaN","NaN"
"136","Q_172_D8","Q_172","-1.721547184856","0.0284016785230283","0.213634796331414","0.105040739626617","0.70142811659211"
"137","Q_173","Q_173","-2.08391915193245","3.49137561093954e-08","0.288504002290688","1.76039868459923e-08","0.990110020232396"
"138","Q_200","Q_174","-1.99182406179009","0.0453564025928918","0.122581875037038","0.238886542385282","0.7313587291265"
"139","Q_175","Q_175","-2.51363532138292","2.23042400022045e-07","0.332261736924992","1.55420078760343e-07","0.981588556096725"
"140","Q_176","Q_176","-2.89178154229835","8.01247962138416e-08","0.320703822002132","1.87557495517637e-07","0.980574754053932"
"141","","Q_177","-2.32597947329976","0.0079211631154206","0.236832016927685","0.0464379505412805","0.86392087325187"
"142","Q_178","Q_178","-2.99411626931052","0.116933762516489","0.289790464124844","0.367821840324742","0.403418637754421"
"143","Q_179","Q_179","-2.01923710909749","0.0669045075057374","0.14141565848923","0.301054447004441","0.585102047682651"
"144","Q_180","Q_180","-2.70667253612243","0.105786275560655","0.227411223140217","0.379330578306566","0.370079103862839"
"145","","Q_181","-2.49353450957538","NaN","0.286259596385665","NaN","NaN"
"146","Q_182","Q_182","-2.25831262916876","0.0188869977599316","0.284723881931876","0.0507927350366925","0.987295685705772"
"147","Q_183","Q_183","-2.75846629686243","2.47264038453906e-06","0.331407120288793","3.31096781300375e-06","0.95599133515272"
"148","Q_184","Q_184","-2.69027773206356","NaN","0.387692639069511","NaN","NaN"
"149","Q_185","Q_185","-2.368431286867","7.79772757421331e-08","0.259555521893313","1.98156993492768e-07","0.98026783216652"
"150","Q_186","Q_186","-2.96806929925583","1.83660812998021e-08","0.28263206589852","1.23900264644144e-07","0.982741108266635"
"151","Q_189","Q_187","-2.73250581132689","5.43589666987902e-05","0.352544095464157","0.000162405375011634","0.974077252568008"
"152","","Q_189","-2.50846625130211","1.59889290438897e-05","0.254298066159784","3.91159860185664e-05","0.942009146737668"
"153","Q_190","Q_190","-2.37547803236652","8.67243920264801e-08","0.24825386811922","3.05484655613551e-07","0.977675989417039"
"154","Q_191","Q_191","-2.17208632452152","2.09827330404325e-06","0.277494819525305","1.85278889970327e-06","0.962692770642925"
"155","Q_193","Q_193","-2.49368593395802","1.75147022378891e-10","0.276020870058931","4.19540235806726e-10","0.996597463189894"
"156","Q_194","Q_194","-2.2572528165906","5.46534563362417e-08","0.218008400162866","3.32105114537238e-07","0.977137875212928"
"157","Q_196","Q_196","-3.34851711633324","NaN","0.640466920231032","NaN","NaN"
"158","Q_198","Q_198","-2.55464260866515","9.17580494885661e-07","0.247801918106145","5.2494076077755e-06","0.949828637137688"
"159","Q_200_D8","Q_200","-2.27652781399942","0.00297435308654788","0.198843990468423","0.0243463209853993","0.927850152062088"
"160","Q_201","Q_201","-2.98387401024533","NaN","0.458145365937077","NaN","NaN"
"161","Q_203","Q_203","-2.5867500486445","NaN","0.364207660247064","NaN","NaN"
"162","Q_204","Q_204","-2.68234826583164","8.64989261348066e-08","0.297719000100149","2.01296592535499e-07","0.9801791817432"
"163","Q_205","Q_205","-2.60669354084871","0.0884209808002854","0.313696460803288","0.239257642043877","0.730563134894041"
"164","Q_206","Q_206","-2.32886995228836","3.63593209526416e-06","0.243168476334963","1.24378412354482e-05","0.935896705953423"
"165","Q_207","Q_207","-2.24233036534621","6.56938950459899e-06","0.27413503103183","7.80369691410509e-06","0.943844779142303"
"166","Q_208","Q_208","-2.11171080099862","NaN","0.0322692593187854","NaN","NaN"
"167","Q_153","Q_210","-2.25835881014607","0.000351516665018135","0.209842784308128","0.00352838502297041","0.880738429209419"
"168","Q_211","Q_211","-2.44318405733271","5.0371790904687e-08","0.287326364816351","7.87124876542328e-08","0.984836182617162"
